epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202018,2020-05-01,50,AM,,13,state,5723,136.0121,469,476,51,0.0832,4207714,False,False
202018,2020-04-30,49,AM,,13,state,5254,124.8659,453,425,45,0.0809,4207714,False,False
202018,2020-04-29,48,AM,,13,state,4801,114.09996,464,380,29,0.0792,4207714,False,False
202018,2020-04-28,47,AM,,13,state,4337,103.07259,409,351,31,0.0809,4207714,False,False
202018,2020-04-27,46,AM,,13,state,3928,93.35235,95,320,16,0.0815,4207714,False,False
202018,2020-04-26,45,AM,,13,state,3833,91.09459,198,304,17,0.0793,4207714,False,False
202017,2020-04-25,44,AM,,13,state,3635,86.38895,441,287,32,0.079,4207714,False,False
202017,2020-04-24,43,AM,,13,state,3194,75.9082,306,255,21,0.0798,4207714,False,False
202017,2020-04-23,42,AM,,13,state,2888,68.63584,409,234,28,0.081,4207714,False,False
202017,2020-04-22,41,AM,,13,state,2479,58.9156,209,206,13,0.0831,4207714,False,False
202017,2020-04-21,40,AM,,13,state,2270,53.94853,110,193,8,0.085,4207714,False,False
202017,2020-04-20,39,AM,,13,state,2160,51.33429,116,185,3,0.0856,4207714,False,False
202017,2020-04-19,38,AM,,13,state,2044,48.57745,147,182,21,0.089,4207714,False,False
202016,2020-04-18,37,AM,,13,state,1897,45.08386,88,161,16,0.0849,4207714,False,False
202016,2020-04-17,36,AM,,13,state,1809,42.99247,90,145,21,0.0802,4207714,False,False
202016,2020-04-16,35,AM,,13,state,1719,40.85354,165,124,18,0.0721,4207714,False,False
202016,2020-04-15,34,AM,,13,state,1554,36.93217,70,106,16,0.0682,4207714,False,False
202016,2020-04-14,33,AM,,13,state,1484,35.26856,209,90,19,0.0606,4207714,False,False
202016,2020-04-13,32,AM,,13,state,1275,30.30149,69,71,9,0.0557,4207714,False,False
202016,2020-04-12,31,AM,,13,state,1206,28.66164,157,62,9,0.0514,4207714,False,False
202015,2020-04-11,30,AM,,13,state,1049,24.9304,68,53,3,0.0505,4207714,False,False
202015,2020-04-10,29,AM,,13,state,981,23.31432,82,50,10,0.051,4207714,False,False
202015,2020-04-09,28,AM,,13,state,899,21.36552,95,40,10,0.0445,4207714,False,False
202015,2020-04-08,27,AM,,13,state,804,19.10776,168,30,7,0.0373,4207714,False,False
202015,2020-04-07,26,AM,,13,state,636,15.1151,104,23,4,0.0362,4207714,False,False
202015,2020-04-06,25,AM,,13,state,532,12.64344,115,19,4,0.0357,4207714,False,False
202015,2020-04-05,24,AM,,13,state,417,9.91037,106,15,3,0.036,4207714,False,False
202014,2020-04-04,23,AM,,13,state,311,7.39119,51,12,5,0.0386,4207714,False,False
202014,2020-04-03,22,AM,,13,state,260,6.17913,31,7,4,0.0269,4207714,False,False
202014,2020-04-02,21,AM,,13,state,229,5.44239,29,3,0,0.0131,4207714,False,False
202014,2020-04-01,20,AM,,13,state,200,4.75317,25,3,0,0.015,4207714,False,False
202014,2020-03-31,19,AM,,13,state,175,4.15903,24,3,1,0.0171,4207714,False,False
202014,2020-03-30,18,AM,,13,state,151,3.58865,11,2,1,0.0132,4207714,False,False
202014,2020-03-29,17,AM,,13,state,140,3.32722,29,1,0,0.0071,4207714,False,False
202013,2020-03-28,16,AM,,13,state,111,2.63801,30,1,0,0.009,4207714,False,False
202013,2020-03-27,15,AM,,13,state,81,1.92504,14,1,0,0.0123,4207714,False,False
202013,2020-03-26,14,AM,,13,state,67,1.59231,13,1,0,0.0149,4207714,False,False
202013,2020-03-25,13,AM,,13,state,54,1.28336,7,1,0,0.0185,4207714,False,False
202013,2020-03-24,12,AM,,13,state,47,1.117,15,1,1,0.0213,4207714,False,False
202013,2020-03-23,11,AM,,13,state,32,0.76051,6,0,0,0.0,4207714,False,False
202013,2020-03-22,10,AM,,13,state,26,0.61791,15,0,0,0.0,4207714,False,False
202012,2020-03-21,9,AM,,13,state,11,0.26142,4,0,0,0.0,4207714,False,False
202012,2020-03-20,8,AM,,13,state,7,0.16636,4,0,0,0.0,4207714,False,False
202012,2020-03-19,7,AM,,13,state,3,0.0713,1,0,0,0.0,4207714,False,False
202012,2020-03-18,6,AM,,13,state,2,0.04753,0,0,0,0.0,4207714,False,False
202012,2020-03-17,5,AM,,13,state,2,0.04753,0,0,0,0.0,4207714,False,True
202012,2020-03-16,4,AM,,13,state,2,0.04753,0,0,0,0.0,4207714,False,True
202012,2020-03-15,3,AM,,13,state,2,0.04753,0,0,0,0.0,4207714,False,True
202011,2020-03-14,2,AM,,13,state,2,0.04753,0,0,0,0.0,4207714,False,True
202011,2020-03-13,1,AM,,13,state,2,0.04753,2,0,0,0.0,4207714,False,False
